"female" "black" "hispanic" "dadcoll" "momcoll" "ownhome" "urban" "dist" "tuition" "ed" "incomehi" "county" "state"
0 1 0 0 0 0 0 0.3 0.75173 13 0 38 6
0 0 0 0 0 0 0 0.2 0.43418 12 0 65 26
1 1 0 1 0 1 0 0.2 0.43418 15 1 65 26
1 1 0 0 1 1 0 0.2 0.43418 12 0 65 26
1 0 0 0 0 1 0 0.2 0.43418 14 0 65 26
0 1 0 1 0 1 0 0.2 0.43418 13 0 65 26
1 0 0 1 1 1 0 0.2 0.43418 16 1 65 26
1 0 0 1 1 1 0 0.2 0.43418 16 0 65 26
1 1 0 0 0 1 0 0.2 0.43418 12 0 65 26
1 1 0 0 0 0 0 0.2 0.43418 14 0 65 26
0 1 0 0 0 1 0 0.2 0.43418 12 0 65 26
0 0 0 1 0 1 0 1 1.09353 15 0 79 18
1 0 0 0 0 0 0 1 1.09353 13 0 79 18
1 0 0 0 0 1 0 1 1.09353 12 0 79 18
1 0 0 0 0 1 0 1 1.09353 12 0 79 18
0 0 0 0 0 1 0 1 1.09353 12 1 79 18
1 1 0 1 0 1 0 1 1.09353 12 0 46 18
0 1 0 0 0 1 0 1 1.09353 12 0 46 18
1 1 0 0 0 1 0 1 1.09353 12 0 46 18
0 1 0 0 0 1 0 1 1.09353 12 0 46 18
0 0 0 0 0 0 0 1 1.09353 16 0 46 18
1 0 0 0 0 1 0 1 1.09353 12 0 46 18
1 1 0 0 0 0 0 2 0.65589 12 0 36 5
1 1 0 0 0 1 0 2 0.65589 12 0 36 5
0 0 0 0 0 1 0 2 0.65589 16 0 36 5
1 1 0 0 0 0 0 2 0.65589 14 0 36 5
0 1 0 0 0 1 0 2 0.65589 12 0 36 5
1 0 0 0 0 1 0 2 0.65589 15 0 36 5
1 1 0 0 0 1 0 2 0.65589 16 0 36 5
1 1 0 0 0 0 0 2 0.65589 13 0 36 5
0 1 0 0 0 1 0 7 0.81871 12 0 60 9
0 0 0 0 0 1 0 7 0.81871 13 1 60 9
0 0 0 1 1 1 0 7 0.81871 16 0 60 9
1 1 0 0 0 1 0 3 0.65589 12 0 45 5
1 1 0 0 0 1 0 3 0.65589 17 0 45 5
1 0 0 0 0 1 0 3 0.65589 16 0 45 5
1 1 0 0 0 0 0 3 0.65589 13 0 45 5
0 0 1 0 0 1 0 3 0.65589 15 1 45 5
0 0 0 0 1 1 0 3 0.65589 16 0 45 5
0 1 0 0 0 1 0 3 0.65589 12 0 45 5
0 0 0 1 1 1 0 3 0.65589 16 1 45 5
0 1 0 0 0 1 0 3 0.65589 15 0 45 5
0 1 0 0 0 0 0 3 0.65589 12 0 45 5
1 1 0 0 0 1 0 3 0.65589 12 0 45 5
1 1 0 0 0 0 0 3 0.65589 12 0 45 5
0 0 0 0 0 1 0 3 0.65589 13 0 45 5
0 1 0 0 0 1 0 0.1 1.16513 13 1 42 4
0 0 0 0 0 1 0 0.1 1.16513 13 0 42 4
1 1 0 0 0 1 0 0.1 1.16513 14 0 42 4
0 1 0 0 0 1 0 0.1 1.16513 12 1 42 4
1 0 0 1 0 1 0 0.1 1.16513 16 1 42 4
1 0 0 0 0 1 0 0.1 1.16513 12 0 42 4
1 0 0 0 0 1 0 0.7 0.81871 14 1 53 9
1 0 0 0 0 1 0 0.7 0.81871 12 0 53 9
1 0 0 0 0 1 0 0.7 0.81871 12 0 53 9
0 0 0 0 0 1 0 0.7 0.81871 14 0 53 9
0 0 0 0 0 1 0 0.7 0.81871 12 1 53 9
0 1 0 0 1 1 0 0.7 0.81871 16 1 53 9
1 0 0 1 0 1 0 0.7 0.81871 14 0 53 9
1 0 1 0 0 1 0 0.7 0.81871 12 0 53 9
0 0 0 0 0 1 0 0.7 0.81871 16 0 53 9
0 0 0 0 0 1 0 1.9 0.43418 14 0 72 26
1 0 0 0 0 1 0 1.9 0.43418 16 0 72 26
0 0 0 0 0 1 0 1.9 0.43418 15 0 72 26
1 0 0 0 0 1 0 1.9 0.43418 12 0 72 26
1 0 0 1 0 1 0 1.9 0.43418 14 1 72 26
1 1 0 0 0 1 0 0.8 0.75173 17 0 24 6
1 1 0 0 0 0 0 0.8 0.75173 13 0 24 6
1 1 0 0 0 1 0 0.8 0.75173 12 0 24 6
0 1 0 0 0 0 0 0.8 0.75173 12 0 24 6
0 1 0 0 0 0 0 0.8 0.75173 12 0 24 6
1 1 0 0 0 0 0 0.8 0.75173 16 0 24 6
1 1 0 1 0 1 0 0.8 0.75173 14 0 24 6
1 1 0 0 0 1 0 0.8 0.75173 16 1 24 6
0 1 0 0 0 1 0 0.8 0.75173 12 1 24 6
1 1 0 0 0 1 0 0.8 0.75173 13 0 24 6
1 1 0 1 0 0 0 0.8 0.75173 12 0 24 6
1 1 0 0 0 0 0 0.8 0.75173 12 0 24 6
0 1 0 0 0 1 0 0.8 0.75173 12 0 24 6
0 1 0 0 0 0 0 0.8 0.75173 12 0 24 6
0 1 0 0 0 1 0 1.8 0.81871 13 0 26 9
1 1 0 1 1 1 0 1.8 0.81871 14 1 26 9
1 1 0 0 0 1 0 1.8 0.81871 13 0 26 9
0 1 0 0 0 0 0 1.8 0.81871 12 0 26 9
0 1 0 0 0 0 0 1.8 0.81871 15 0 26 9
0 1 0 0 0 0 0 1.8 0.81871 12 1 26 9
0 1 0 0 0 0 0 1.8 0.81871 12 0 26 9
1 1 0 0 0 1 0 1.8 0.81871 16 0 26 9
0 1 0 0 0 1 0 5 1.09353 16 1 13 18
1 0 0 0 1 0 0 5 1.09353 12 1 13 18
0 1 0 0 0 1 0 5 1.09353 12 1 13 18
1 0 0 1 0 1 0 5 1.09353 16 1 13 18
1 0 0 0 0 1 0 5 1.09353 15 0 13 18
1 1 0 0 0 1 0 5 1.09353 12 1 13 18
0 0 0 0 1 1 0 5 1.09353 13 0 13 18
0 0 0 0 0 1 0 5 1.09353 15 1 13 18
1 0 0 1 0 1 0 1.5 1.09353 14 0 97 18
1 1 0 0 0 1 0 1.5 1.09353 12 0 97 18
1 0 0 1 0 1 0 1.5 1.09353 14 0 97 18
0 1 0 0 0 1 0 1.5 1.09353 12 0 97 18
0 0 1 0 0 1 0 1.5 1.09353 12 0 97 18
1 0 0 0 0 1 0 1.5 1.09353 16 1 97 18
0 1 0 0 0 1 0 1.5 1.09353 13 0 97 18
1 1 0 0 0 1 0 1.5 1.09353 12 1 97 18
0 1 0 1 0 0 0 1.5 1.09353 13 0 97 18
1 1 0 0 0 1 0 1.5 1.09353 12 0 97 18
0 1 0 0 0 1 0 0.1 1.09353 12 0 76 18
0 1 0 0 0 0 0 0.1 1.09353 14 0 76 18
1 1 0 0 0 1 0 0.1 1.09353 12 0 76 18
0 0 0 1 1 1 0 0.1 1.09353 16 0 76 18
1 1 0 1 0 1 0 0.1 1.09353 12 0 76 18
0 0 0 0 0 0 0 0.1 1.09353 12 0 76 18
0 0 0 0 1 1 0 0.1 1.09353 16 1 76 18
0 1 0 0 0 1 0 0.1 1.09353 12 0 76 18
1 0 0 1 1 1 0 0.1 1.09353 16 0 76 18
1 1 0 0 0 0 0 2.7 1.16513 16 0 65 4
0 1 0 0 0 1 0 2.7 1.16513 12 0 65 4
0 1 0 0 0 1 0 2.7 1.16513 12 0 65 4
1 1 0 0 0 1 0 2.7 1.16513 12 1 65 4
1 1 0 0 0 0 0 2.7 1.16513 12 0 65 4
0 1 0 0 0 0 0 2.7 1.16513 12 0 65 4
1 0 0 0 0 0 0 2.7 1.16513 16 1 65 4
1 1 0 0 0 0 0 2.7 1.16513 15 0 65 4
0 1 0 0 0 0 0 2.7 1.16513 12 0 65 4
1 1 0 0 0 1 0 6.5 0.81871 17 0 23 9
1 0 1 0 0 1 0 6.5 0.81871 12 0 23 9
0 0 1 0 0 1 0 6.5 0.81871 14 1 23 9
1 1 0 0 0 1 0 0.6 0.81871 12 0 23 9
1 1 0 0 0 1 0 0.6 0.81871 14 0 23 9
1 1 0 0 0 1 0 0.6 0.81871 12 0 23 9
1 1 0 0 0 1 0 0.6 0.81871 12 0 23 9
0 1 0 0 1 1 1 0.5 1.16513 14 0 28 4
0 1 0 1 1 0 1 0.5 1.16513 12 0 28 4
0 1 0 0 0 1 1 0.5 1.16513 15 0 28 4
0 1 0 0 1 1 1 0.5 1.16513 14 0 28 4
0 0 0 0 0 1 1 0.5 1.16513 12 0 28 4
0 1 0 0 0 0 1 0.1 1.09353 12 0 65 18
0 1 0 0 0 0 1 0.1 1.09353 12 0 65 18
0 1 0 0 0 0 1 0.1 1.09353 16 0 65 18
0 1 0 0 0 1 1 0.1 1.09353 15 0 65 18
1 1 0 0 0 0 1 0.1 1.09353 12 1 65 18
1 1 0 0 0 0 1 0.1 1.09353 12 0 65 18
1 1 0 0 1 1 1 0.1 1.09353 13 1 65 18
1 1 0 0 0 1 0 1 0.65589 16 0 58 5
0 1 0 1 0 1 0 1 0.65589 17 1 58 5
1 0 0 0 0 1 0 1 0.65589 14 1 58 5
0 0 0 0 0 1 0 1 0.65589 12 1 58 5
0 0 1 0 0 1 0 1 0.65589 15 0 58 5
1 1 0 0 0 1 0 1 0.65589 12 0 58 5
0 0 0 0 0 1 0 1 0.65589 18 1 58 5
1 1 0 0 1 1 0 1 0.65589 16 0 58 5
1 0 0 0 0 1 0 3 0.81871 12 0 29 9
0 0 0 0 1 1 0 3 0.81871 12 0 29 9
1 0 0 0 0 1 0 3 0.81871 16 0 29 9
0 0 0 0 1 1 0 3 0.81871 13 1 29 9
1 1 0 0 0 1 0 3 0.81871 14 0 29 9
0 0 0 0 0 1 0 3 0.81871 15 0 29 9
0 0 0 0 0 1 0 3 0.81871 13 0 29 9
1 1 0 0 0 1 1 0.7 1.16513 15 0 19 4
1 1 0 0 0 1 1 0.7 1.16513 15 0 19 4
0 1 0 0 0 1 1 0.7 1.16513 15 1 19 4
1 0 0 0 0 1 1 0.7 1.16513 12 1 19 4
0 1 0 1 1 1 1 0.7 1.16513 14 0 19 4
1 1 0 1 0 0 1 0.7 1.16513 12 1 19 4
1 1 0 0 0 1 1 0.7 1.16513 13 0 19 4
0 1 0 0 0 1 1 0.7 1.16513 14 0 19 4
1 1 0 0 0 1 1 0.7 1.16513 14 0 19 4
1 1 0 0 0 1 0 1.7 0.43418 14 0 45 26
0 0 0 1 0 0 0 1.7 0.43418 13 0 45 26
1 0 0 0 0 1 0 1.7 0.43418 12 0 45 26
0 0 0 1 0 1 0 2 0.81871 14 0 13 9
1 1 0 0 0 0 0 2 0.81871 12 0 13 9
0 1 0 0 0 1 0 2 0.81871 12 0 13 9
1 0 0 0 0 0 0 2 0.81871 15 0 13 9
0 0 0 0 0 1 0 2 0.81871 13 0 13 9
0 0 0 0 1 1 0 2 0.81871 12 1 13 9
0 0 0 0 1 1 0 2 0.81871 15 0 13 9
1 1 0 0 0 1 1 1 0.75173 16 1 40 6
0 1 0 0 0 0 1 1 0.75173 12 0 40 6
0 1 0 0 0 1 1 1 0.75173 12 0 40 6
0 1 0 0 0 0 1 1 0.75173 12 0 40 6
1 1 0 0 0 1 1 1 0.75173 12 0 40 6
1 1 0 0 1 1 1 1 0.75173 15 0 40 6
0 1 0 0 0 1 1 1 0.75173 12 1 40 6
0 0 0 0 0 1 1 1 0.75173 12 0 40 6
1 1 0 1 1 1 1 1 0.75173 13 0 40 6
1 0 0 0 0 1 1 1 0.75173 14 0 40 6
0 1 0 0 0 1 1 1 0.75173 14 0 40 6
1 1 0 0 0 1 0 3.8 0.75173 12 0 32 6
0 0 0 0 0 1 0 3.8 0.75173 12 0 32 6
1 0 0 0 0 1 0 3.8 0.75173 12 1 32 6
1 1 0 0 0 0 0 3.8 0.75173 12 0 32 6
1 0 0 0 0 1 0 3.8 0.75173 12 0 32 6
0 0 1 0 0 1 0 3.8 0.75173 12 0 32 6
1 0 0 0 0 1 0 3.8 0.75173 17 1 32 6
0 1 0 0 0 1 0 3.8 0.75173 15 0 32 6
1 1 0 0 0 1 0 3.8 0.75173 12 0 32 6
1 1 0 0 0 1 1 1 1.09353 12 0 65 18
1 1 0 0 0 0 1 1 1.09353 13 0 65 18
0 0 0 0 0 1 0 1 1.09353 12 0 79 18
0 0 0 1 0 0 0 1 1.09353 12 0 79 18
0 0 0 0 0 1 0 1 1.09353 14 0 79 18
0 0 0 0 0 1 0 1 1.09353 15 1 79 18
0 0 0 0 0 1 0 1 1.09353 14 0 79 18
1 0 0 0 0 1 0 1 1.09353 12 0 79 18
1 0 0 0 0 1 0 1 1.09353 13 0 79 18
1 0 0 0 0 1 0 1 1.09353 12 0 79 18
1 1 0 0 0 1 0 0.4 0.65589 16 0 13 5
0 0 0 1 0 1 0 0.4 0.65589 17 0 13 5
1 1 0 0 0 0 0 0.4 0.65589 12 0 13 5
1 1 0 0 0 1 0 0.4 0.65589 12 0 13 5
0 1 0 0 1 1 0 0.4 0.65589 18 1 13 5
1 1 0 0 0 0 0 0.4 0.65589 16 0 13 5
0 0 0 1 1 1 1 0.1 0.43418 13 1 66 26
1 0 0 0 0 1 1 0.1 0.43418 16 0 66 26
0 0 0 0 0 1 1 0.1 0.43418 12 0 66 26
1 0 0 0 0 1 1 0.1 0.43418 12 0 66 26
1 0 0 1 0 1 1 0.1 0.43418 17 0 66 26
0 0 0 0 0 1 1 0.1 0.43418 14 1 66 26
0 0 0 1 0 0 1 0.1 0.43418 13 0 66 26
1 0 0 0 1 1 1 0.1 0.43418 16 1 66 26
1 0 0 0 0 1 0 1 1.09353 12 0 61 18
0 0 0 0 0 1 0 1 1.09353 14 0 61 18
0 0 1 0 1 1 0 1 1.09353 12 1 61 18
1 0 0 0 0 1 0 1 1.09353 12 0 61 18
0 1 0 0 0 1 0 1 0.75173 12 0 24 6
1 1 0 0 0 1 0 1 0.75173 12 0 24 6
0 0 0 0 0 1 0 1 0.75173 15 0 24 6
1 1 0 1 1 1 0 1 0.75173 14 0 24 6
1 1 0 0 0 0 1 1.4 0.81871 14 0 23 9
0 1 0 1 0 1 1 1.4 0.81871 17 1 23 9
1 0 0 0 1 1 1 1.4 0.81871 16 0 23 9
0 1 0 0 0 0 1 1.4 0.81871 12 0 23 9
1 0 0 0 0 1 1 1.4 0.81871 14 1 23 9
1 1 0 0 0 0 1 0.5 0.75173 13 0 40 6
0 1 0 0 0 0 1 0.5 0.75173 14 0 40 6
1 1 0 0 0 0 1 0.5 0.75173 12 0 40 6
1 1 0 0 0 0 1 0.5 0.75173 12 0 40 6
1 1 0 0 0 1 1 0.5 0.75173 12 0 40 6
1 1 0 0 0 1 1 0.5 0.75173 16 0 40 6
1 1 0 0 0 0 1 0.5 0.75173 16 0 40 6
0 1 0 0 0 1 1 0.5 0.75173 12 0 40 6
0 0 1 0 0 1 1 0.5 0.75173 14 0 40 6
1 1 0 0 0 0 1 0.5 0.75173 13 0 40 6
0 0 0 0 0 1 0 1.5 0.65589 12 0 29 5
0 1 0 0 0 0 0 1.5 0.65589 12 0 29 5
1 0 0 0 0 1 0 2 0.81871 13 1 13 9
0 0 0 0 0 1 0 2 0.81871 16 0 13 9
0 0 0 0 0 1 0 2 0.81871 14 0 13 9
1 0 0 1 0 1 0 2 0.81871 16 1 13 9
1 0 0 1 1 0 0 2 0.81871 14 0 13 9
0 0 0 1 1 1 0 2 0.81871 16 0 13 9
0 0 0 1 1 1 1 0.8 1.16513 16 1 28 4
1 0 0 0 0 0 1 0.8 1.16513 12 0 28 4
0 0 0 0 0 0 1 0.8 1.16513 12 0 28 4
1 0 0 1 1 1 1 0.8 1.16513 16 0 28 4
1 0 0 1 1 1 1 0.8 1.16513 16 1 28 4
0 0 1 0 0 0 1 0.8 1.16513 12 0 28 4
0 0 0 0 0 1 1 0.8 1.16513 12 0 28 4
1 1 0 0 0 1 1 0.8 1.16513 16 0 28 4
0 0 0 0 0 1 0 7 0.43418 12 0 89 26
1 0 0 0 0 1 0 7 0.43418 13 0 89 26
0 0 0 0 0 1 0 7 0.43418 12 0 89 26
1 0 0 0 0 1 0 7 0.43418 12 0 89 26
0 0 0 0 0 1 0 7 0.43418 12 0 89 26
1 1 0 0 0 1 0 0.3 0.65589 12 1 14 5
0 0 0 0 0 1 0 0.3 0.65589 12 0 14 5
0 0 0 0 0 1 0 0.3 0.65589 15 1 14 5
1 1 0 0 0 0 0 0.3 0.65589 12 0 14 5
1 0 1 0 0 1 0 0.3 0.65589 12 0 14 5
1 0 0 1 1 1 0 0.3 0.65589 18 1 14 5
1 0 0 0 0 1 0 0.3 0.65589 15 0 14 5
1 0 0 0 0 1 0 0.3 0.65589 12 0 14 5
1 0 0 0 0 1 0 0.3 0.65589 16 1 14 5
1 0 0 0 0 1 0 2.5 0.75173 16 0 28 6
1 1 0 0 0 1 0 2.5 0.75173 14 0 28 6
1 1 0 0 0 1 0 2.5 0.75173 16 0 28 6
1 1 0 0 0 0 0 2.5 0.75173 16 0 28 6
1 1 0 0 0 1 0 2.5 0.75173 12 0 28 6
0 1 0 0 0 1 0 2.5 0.75173 15 0 28 6
1 1 0 0 0 0 0 2.5 0.75173 12 0 28 6
0 0 0 0 0 1 0 2.5 0.75173 12 1 28 6
0 1 0 0 0 0 0 2.5 0.75173 12 0 28 6
1 1 0 0 0 1 0 2.5 0.75173 12 0 28 6
1 1 0 0 0 0 0 2.5 0.75173 12 0 28 6
0 0 0 0 0 1 0 2.5 0.75173 12 0 28 6
0 0 1 0 0 1 0 2.5 0.75173 12 0 28 6
1 1 0 0 0 1 0 2.5 0.75173 15 0 28 6
0 0 0 1 0 1 0 4 0.81871 16 0 36 9
0 0 1 1 0 0 0 4 0.81871 13 1 36 9
0 0 0 1 0 1 0 4 0.81871 16 1 36 9
0 0 0 0 0 0 0 4 0.81871 14 0 36 9
0 0 0 0 0 1 0 4 0.81871 12 0 36 9
0 0 0 0 0 1 0 3.5 0.65589 12 0 38 5
0 0 0 0 1 1 0 3.5 0.65589 12 0 38 5
0 0 1 0 0 1 0 3.5 0.65589 13 0 38 5
1 0 0 1 0 1 0 5 0.81871 13 1 37 9
1 0 0 0 0 1 0 0.8 0.65589 16 0 65 5
1 0 0 0 0 1 0 0.8 0.65589 14 0 65 5
1 0 0 0 0 0 0 0.8 0.65589 12 0 65 5
1 1 0 0 0 1 0 0.8 0.65589 12 0 65 5
0 0 0 1 1 1 0 0.8 0.65589 17 1 65 5
0 1 0 0 0 1 0 0.8 0.65589 13 0 65 5
0 0 0 1 0 1 0 0.8 0.65589 16 1 65 5
1 1 0 0 0 1 0 2.5 0.65589 14 0 36 5
1 0 0 0 0 0 0 2.5 0.65589 13 0 36 5
1 1 0 0 0 1 0 2.5 0.65589 12 0 36 5
1 0 0 0 0 1 0 2.5 0.65589 16 0 36 5
1 1 0 0 0 1 0 2.5 0.65589 13 0 36 5
0 0 0 0 0 0 0 0.7 0.81871 13 0 20 9
1 0 0 0 1 1 0 0.7 0.81871 13 0 20 9
0 0 0 0 0 1 0 0.7 0.81871 12 0 20 9
1 0 0 1 0 1 0 0.7 0.81871 18 1 20 9
1 0 0 0 0 1 0 0.7 0.81871 12 1 20 9
1 0 0 1 0 0 0 0.7 0.81871 16 0 20 9
0 0 0 1 0 1 0 0.7 0.81871 13 1 20 9
1 0 0 0 0 0 0 0.7 0.81871 12 0 20 9
1 0 0 1 0 1 0 0.7 0.81871 12 0 20 9
1 1 0 0 0 1 0 0.5 1.16513 14 0 31 4
1 1 0 0 0 1 0 0.5 1.16513 12 0 31 4
1 0 0 1 0 1 0 0.5 1.16513 12 1 31 4
1 0 0 0 0 0 0 0.5 1.16513 13 0 31 4
1 1 0 0 0 1 0 0.5 1.16513 12 1 31 4
1 0 0 0 0 1 0 0.5 1.16513 12 1 31 4
0 0 0 1 0 0 0 0.5 1.16513 12 0 31 4
1 0 0 0 0 1 0 0.5 1.16513 16 0 31 4
0 0 1 1 0 1 0 0.5 1.16513 16 0 31 4
0 1 0 0 0 1 0 0.4 0.75173 13 0 37 6
1 1 0 0 0 0 0 0.4 0.75173 12 0 37 6
0 1 0 0 0 1 0 0.4 0.75173 12 0 37 6
0 1 0 0 0 1 0 0.4 0.75173 14 0 37 6
0 1 0 0 0 1 0 0.4 0.75173 12 0 37 6
0 1 0 0 0 1 1 0.3 0.65589 14 0 29 5
1 1 0 0 0 0 1 0.3 0.65589 12 0 29 5
1 1 0 0 0 1 1 0.3 0.65589 15 0 29 5
0 0 0 1 0 1 1 0.3 0.65589 15 0 29 5
0 0 0 0 0 1 1 0.3 0.65589 13 0 29 5
0 0 0 0 0 0 1 0.3 0.65589 14 0 29 5
0 0 0 0 0 0 1 0.3 0.65589 12 0 29 5
1 0 0 1 1 1 1 0.3 0.65589 16 1 29 5
1 1 0 0 0 0 1 0.3 0.65589 12 0 29 5
1 0 0 0 0 1 1 0.3 0.65589 16 0 29 5
1 1 0 0 0 1 1 0.3 1.16513 12 0 30 4
0 1 0 0 0 1 1 0.3 1.16513 12 0 30 4
0 0 1 0 0 1 1 0.3 1.16513 12 0 30 4
1 0 0 1 0 1 1 0.3 1.16513 15 1 30 4
0 0 0 0 0 1 1 0.3 1.16513 16 0 30 4
0 0 0 0 0 1 1 0.3 1.16513 16 1 30 4
0 0 0 1 1 1 1 0.3 1.16513 16 0 30 4
1 1 0 0 0 0 1 0.3 1.16513 14 0 30 4
1 0 0 0 0 0 1 0.3 1.16513 16 1 30 4
1 0 0 1 0 1 1 0.3 1.16513 16 0 30 4
1 1 0 0 0 1 1 0.3 1.16513 12 0 30 4
1 1 0 0 0 1 1 0.3 1.16513 17 0 30 4
0 1 0 0 0 0 1 0.3 1.16513 13 0 30 4
0 0 1 0 0 1 1 0.5 0.65589 14 0 19 5
1 0 0 0 1 1 1 0.5 0.65589 16 0 19 5
1 0 0 0 0 1 1 0.5 0.65589 15 1 19 5
1 0 0 0 0 0 1 0.5 0.65589 16 0 19 5
1 0 0 0 0 1 1 0.5 0.65589 13 0 19 5
0 0 0 0 0 0 1 0.5 0.65589 12 0 19 5
0 1 0 0 0 1 1 0.5 0.65589 12 1 19 5
0 1 0 0 0 1 1 0.5 0.65589 12 0 19 5
1 0 0 0 0 1 1 0.5 0.65589 16 0 19 5
0 0 0 1 1 1 1 0.5 0.65589 17 1 19 5
0 0 0 0 0 0 1 0.5 0.65589 12 0 19 5
1 1 0 1 0 1 1 0.5 0.65589 14 1 19 5
1 1 0 0 0 0 0 1.5 0.81871 15 0 26 9
0 1 0 0 0 1 0 1.5 0.81871 12 0 26 9
1 0 0 0 0 1 0 1.5 0.81871 12 0 26 9
0 0 0 0 0 1 0 1.5 0.81871 16 1 26 9
1 1 0 0 0 1 0 1.5 0.81871 13 0 26 9
1 1 0 0 0 1 0 1.5 0.81871 12 0 26 9
1 1 0 0 0 1 0 1.5 0.81871 15 0 26 9
1 0 0 1 1 1 0 1.5 0.81871 17 0 26 9
0 0 1 0 0 1 0 6 0.88337 12 0 66 7
1 0 0 0 0 1 0 6 0.88337 12 0 66 7
0 0 0 1 1 1 0 0.3 0.61547 12 1 25 12
0 0 0 1 1 1 0 0.3 0.61547 15 1 25 12
0 0 0 0 1 1 0 0.3 0.61547 14 0 25 12
0 0 1 0 0 0 0 0.3 0.61547 12 0 25 12
1 0 0 0 0 0 0 0.3 0.61547 12 0 25 12
0 0 0 0 0 1 0 0.1 0.88337 16 0 28 7
1 0 0 1 0 1 0 0.1 0.88337 13 1 28 7
0 0 0 0 0 0 0 0.1 0.88337 13 0 28 7
0 0 0 0 0 1 0 0.1 0.88337 13 0 28 7
0 0 0 1 1 1 0 0.1 0.88337 18 0 28 7
1 0 0 0 0 1 1 0.3 0.88337 16 1 28 7
0 0 0 0 0 1 1 0.3 0.88337 16 0 28 7
1 0 1 1 0 1 1 0.3 0.88337 16 1 28 7
1 0 0 1 0 1 1 0.3 0.88337 12 0 28 7
1 0 0 0 0 0 1 0.3 0.88337 12 0 28 7
1 0 0 0 0 0 1 0.3 0.88337 16 0 28 7
0 0 0 0 0 1 1 0.3 0.88337 16 0 28 7
0 1 0 0 0 0 1 0.3 0.88337 18 0 28 7
1 0 0 0 0 0 0 0.1 0.61547 12 0 37 12
0 1 0 0 0 0 0 0.1 0.61547 12 0 37 12
0 0 0 0 0 1 0 0.1 0.61547 16 0 37 12
0 0 0 1 1 0 0 0.1 0.61547 12 1 37 12
1 0 0 0 0 1 0 0.1 0.61547 16 1 37 12
1 0 0 1 1 0 0 0.5 0.88337 16 1 11 7
1 0 0 0 0 1 0 0.5 0.88337 16 1 11 7
1 0 0 1 0 1 0 0.5 0.88337 16 1 11 7
0 0 0 0 0 1 0 0.5 0.88337 12 0 11 7
1 0 0 0 0 1 0 0.5 0.88337 13 0 11 7
1 0 0 0 0 0 0 0.5 0.88337 13 0 11 7
0 0 0 0 0 1 0 0.5 0.88337 12 0 11 7
1 1 0 0 0 1 0 3.5 0.66975 12 0 91 15
0 0 0 0 0 1 0 3.5 0.66975 12 0 91 15
1 0 0 1 1 1 0 3.5 0.66975 16 0 91 15
0 0 1 0 0 1 0 3.5 0.66975 12 0 91 15
0 0 0 0 0 1 0 3.5 0.66975 12 0 91 15
1 0 0 0 0 1 0 3.5 0.66975 13 0 91 15
0 0 0 0 0 1 0 3.5 0.66975 12 0 91 15
1 0 0 0 0 1 0 3.5 0.66975 14 0 91 15
1 0 0 1 0 1 1 0.8 0.61547 12 0 30 12
1 0 0 0 0 1 1 0.8 0.61547 16 1 30 12
0 0 0 0 0 1 1 0.8 0.61547 12 0 30 12
0 0 0 0 0 1 1 0.8 0.61547 12 1 30 12
1 0 0 0 0 1 1 0.8 0.61547 16 0 30 12
1 0 0 0 0 1 0 1.5 0.80485 15 0 63 8
1 0 0 0 0 1 0 1.5 0.80485 12 0 63 8
0 0 0 0 0 1 0 1.5 0.80485 12 1 63 8
1 0 0 0 0 1 0 3.2 0.80485 12 0 75 8
1 0 0 0 0 1 0 3.2 0.80485 12 1 75 8
0 0 0 0 0 1 0 3.2 0.80485 12 0 75 8
0 0 0 0 0 1 0 3.2 0.80485 13 0 75 8
0 1 0 0 1 1 0 2.5 0.80485 12 0 62 8
0 0 0 1 1 1 0 2.5 0.80485 13 1 62 8
0 0 0 0 0 1 0 2.5 0.80485 15 1 62 8
1 0 1 0 0 0 0 2.5 0.80485 12 0 62 8
1 0 0 0 0 1 0 2.5 0.80485 16 0 62 8
0 1 0 0 0 0 0 2.5 0.80485 12 0 62 8
1 1 0 0 0 1 0 2.5 0.80485 12 0 62 8
1 0 0 0 0 1 0 3.5 0.61547 12 0 97 12
1 0 0 0 0 0 0 3.5 0.61547 12 0 97 12
0 0 0 0 0 1 0 3.5 0.61547 15 0 97 12
1 0 0 0 0 1 0 3.5 0.61547 12 1 97 12
0 0 0 1 0 1 0 3.5 0.61547 16 0 97 12
1 0 0 0 0 1 0 3.5 0.61547 16 0 97 12
1 0 0 0 0 1 0 4 0.61547 17 0 79 12
1 1 0 0 0 1 0 4 0.61547 12 0 79 12
0 0 0 0 0 1 0 4 0.61547 15 1 79 12
1 0 0 0 0 1 0 4 0.61547 12 1 79 12
0 0 0 0 0 1 0 4 0.61547 17 0 79 12
1 1 0 0 0 1 0 4 0.61547 14 0 79 12
0 0 0 1 1 1 0 4 0.61547 13 0 79 12
1 0 0 0 0 1 0 4 0.61547 13 0 79 12
0 0 0 1 0 1 0 2.6 0.61547 13 0 58 12
0 0 0 0 0 1 0 2.6 0.61547 12 0 58 12
1 0 0 0 0 1 0 2.6 0.61547 12 0 58 12
1 0 0 0 1 1 0 2.6 0.61547 16 1 58 12
0 0 0 0 1 1 0 2.6 0.61547 12 1 58 12
1 0 0 0 0 1 0 2.6 0.61547 16 0 58 12
1 0 0 1 1 0 0 2.6 0.61547 16 0 58 12
1 0 0 0 0 1 0 2.6 0.61547 12 0 105 12
1 0 0 0 0 1 0 2.6 0.61547 13 0 105 12
